Index,DateTime,Latitude,Longitude,Elevation,Velocity,MainPackSOC,MainPackVoltage,MainPackCurrent,ArrayCurrent,Identity,Array Power,Battery Power,Motor Power
635253177408302000,1/14/2014 5:35:40 PM,4444.4994,9302.0787,265.7,46,30,98,5.95,6.051,119629,592.998,583.1,9.898
635253177418432000,1/14/2014 5:35:41 PM,4444.5105,9302.0784,265.6,46,30,98,6.28,6.051,119630,592.998,615.44,-22.442
635253177437003000,1/14/2014 5:35:43 PM,4444.5216,9302.0781,264.4,46,30,98,3.65,6.2347,119631,611.0006,357.7,253.3006
635253177438723000,1/14/2014 5:35:43 PM,4444.5216,9302.0781,264.4,46,30,98,3.65,6.3571,119632,622.9958,357.7,265.2958
635253177448854000,1/14/2014 5:35:44 PM,4444.5437,9302.0776,263.6,46,30,98,5.55,6.3571,119633,622.9958,543.9,79.0958
635253177459004000,1/14/2014 5:35:45 PM,4444.5547,9302.0773,263.1,46,30,98,6.35,6.1122,119634,598.9956,622.3,-23.3044
635253177469145000,1/14/2014 5:35:46 PM,4444.5659,9302.077,263.2,46,30,98,5.53,6.1122,119635,598.9956,541.94,57.0556
635253177479296000,1/14/2014 5:35:47 PM,4444.577,9302.0767,263,46,30,98,4.2,6.1122,119636,598.9956,411.6,187.3956
635253177489416000,1/14/2014 5:35:48 PM,4444.5882,9302.0763,262.8,46,30,98,4.2,5.9898,119637,587.0004,411.6,175.4004
635253177499567000,1/14/2014 5:35:49 PM,4444.5994,9302.0761,263.2,46,30,98,5.12,6.1122,119638,598.9956,501.76,97.2356
635253177509707000,1/14/2014 5:35:50 PM,4444.6105,9302.0759,262.9,46,30,98,5.48,6.1122,119639,598.9956,537.04,61.9556
635253177519848000,1/14/2014 5:35:51 PM,4444.6216,9302.0757,262.5,46,30,98,5.53,6.1122,119640,598.9956,541.94,57.0556
635253177530139000,1/14/2014 5:35:53 PM,4444.6328,9302.0754,262.3,46,30,98,5.93,6.2347,119641,611.0006,581.14,29.8606
635253177540129000,1/14/2014 5:35:54 PM,4444.644,9302.075,261.5,47,30,98,5.93,6.1122,119642,598.9956,581.14,17.8556
635253177550280000,1/14/2014 5:35:55 PM,4444.6552,9302.0746,261.4,46,30,98,5.93,6.3571,119643,622.9958,581.14,41.8558
635253177560440000,1/14/2014 5:35:56 PM,4444.6665,9302.0743,261.2,46,30,98,3.6,6.2347,119644,611.0006,352.8,258.2006
635253177570541000,1/14/2014 5:35:57 PM,4444.6777,9302.0738,260.8,47,30,98,3.65,3.8571,119645,377.9958,357.7,20.2958
635253177580671000,1/14/2014 5:35:58 PM,4444.6889,9302.0734,260.5,47,30,98,4.05,5.8061,119646,568.9978,396.9,172.0978
635253177590822000,1/14/2014 5:35:59 PM,4444.7002,9302.073,260.6,47,30,98,4.05,6.2347,119647,611.0006,396.9,214.1006
635253177601963000,1/14/2014 5:36:00 PM,4444.7114,9302.0728,261,46,30,98,4.08,6.1735,119648,605.003,399.84,205.163
635253177611093000,1/14/2014 5:36:01 PM,4444.7225,9302.0726,261,46,30,98,4.35,6.1122,119649,598.9956,426.3,172.6956
635253177621244000,1/14/2014 5:36:02 PM,4444.7336,9302.0723,260.9,46,30,98,4.45,6.3571,119650,622.9958,436.1,186.8958
635253177631394000,1/14/2014 5:36:03 PM,4444.7446,9302.0719,260.8,46,30,98,3.8,5.9898,119651,587.0004,372.4,214.6004
635253177641565000,1/14/2014 5:36:04 PM,4444.7554,9302.0715,260.3,45,30,98,3.68,6.1735,119652,605.003,360.64,244.363
635253177651685000,1/14/2014 5:36:05 PM,4444.7661,9302.0711,260.6,44,30,98,3.88,6.1735,119653,605.003,380.24,224.763
635253177661806000,1/14/2014 5:36:06 PM,4444.7767,9302.0703,261.1,44,30,98,3.53,6.2347,119654,611.0006,345.94,265.0606
635253177671947000,1/14/2014 5:36:07 PM,4444.7873,9302.0693,261.3,44,30,98,3.4,6.2959,119655,616.9982,333.2,283.7982
635253177682107000,1/14/2014 5:36:08 PM,4444.7977,9302.0683,261.4,43,30,97.8,-2.05,6.2506,119656,611.30868,-200.49,811.79868
635253177692238000,1/14/2014 5:36:09 PM,4444.8079,9302.0674,261.7,42,30,97.8,-6.47,6.179,119657,604.3062,-632.766,1237.0722
635253177702368000,1/14/2014 5:36:10 PM,4444.818,9302.0662,262,42,30,97.8,-5.88,6.179,119658,604.3062,-575.064,1179.3702
635253177712509000,1/14/2014 5:36:11 PM,4444.828,9302.0649,261.7,42,30,97.8,-6.85,6.3632,119659,622.32096,-669.93,1292.25096
635253177722670000,1/14/2014 5:36:12 PM,4444.8379,9302.0636,261.7,41,30,97.5,-7.27,6.3795,119660,622.00125,-708.825,1330.82625
635253177732790000,1/14/2014 5:36:13 PM,4444.8477,9302.0622,263,41,30,97.5,-9.92,6.2359,119661,608.00025,-967.2,1575.20025
635253177742931000,1/14/2014 5:36:14 PM,4444.8575,9302.0607,263.6,40,30,97.5,-10.55,6.4821,119662,632.00475,-1028.625,1660.62975
635253177753061000,1/14/2014 5:36:15 PM,4444.8671,9302.0593,263.8,40,30,97.5,-10.45,6.4821,119663,632.00475,-1018.875,1650.87975
635253177766242000,1/14/2014 5:36:16 PM,4444.8861,9302.0563,264.2,39,30,97.2,-13.47,6.3136,119664,613.68192,-1309.284,1922.96592
635253177773342000,1/14/2014 5:36:17 PM,4444.8861,9302.0563,264.2,39,30,97.2,-13.65,6.1183,119665,594.69876,-1326.78,1921.47876
635253177783493000,1/14/2014 5:36:18 PM,4444.8955,9302.0548,264.4,39,30,97.2,-13.12,6.1183,119666,594.69876,-1275.264,1869.96276
635253177793624000,1/14/2014 5:36:19 PM,4444.9048,9302.0531,265.1,39,30,97.2,-13.12,6.4781,119667,629.67132,-1275.264,1904.93532
635253177803784000,1/14/2014 5:36:20 PM,4444.9141,9302.0515,266,39,30,97.2,-13.55,6.4781,119668,629.67132,-1317.06,1946.73132
635253177813915000,1/14/2014 5:36:21 PM,4444.9234,9302.0499,267,39,30,97.2,-13.35,6.4781,119669,629.67132,-1297.62,1927.29132
635253177824045000,1/14/2014 5:36:22 PM,4444.9327,9302.0483,268.5,39,29.5,97.2,-13.75,6.4165,119670,623.6838,-1336.5,1960.1838
635253177834186000,1/14/2014 5:36:23 PM,4444.9421,9302.0469,270.2,39,29.5,97.2,-13.55,6.2314,119671,605.69208,-1317.06,1922.75208
635253177844627000,1/14/2014 5:36:24 PM,4444.9608,9302.0441,271.6,39,29.5,97.2,-14.07,6.6015,119672,641.6658,-1367.604,2009.2698
635253177854477000,1/14/2014 5:36:25 PM,4444.9701,9302.0426,272.8,39,29.5,97.2,-14.75,6.6015,119673,641.6658,-1433.7,2075.3658
635253177864698000,1/14/2014 5:36:26 PM,4444.9794,9302.0413,273.6,39,29.5,97,-16.47,6.6186,119674,642.0042,-1597.59,2239.5942
635253177874878000,1/14/2014 5:36:27 PM,4444.9887,9302.04,274.3,39,29.5,97,-16.85,6.6186,119675,642.0042,-1634.45,2276.4542
635253177884909000,1/14/2014 5:36:28 PM,4444.9887,9302.04,275.1,39,29.5,97,-17.4,6.4845,119676,628.9965,-1687.8,2316.7965
635253177895029000,1/14/2014 5:36:29 PM,4445.0075,9302.0377,276.3,39,29.5,97,-16.32,6.5464,119677,635.0008,-1583.04,2218.0408
635253177905170000,1/14/2014 5:36:30 PM,4445.017,9302.0365,277.3,40,29.5,97,-14.67,6.5979,119678,639.9963,-1422.99,2062.9863
635253177915301000,1/14/2014 5:36:31 PM,4445.0266,9302.0355,277.9,40,29.5,97.2,-12.8,6.0977,119679,592.69644,-1244.16,1836.85644
635253177929071000,1/14/2014 5:36:32 PM,4445.0363,9302.0347,278.5,40,29.5,97.2,-10.6,6.5398,119680,635.66856,-1030.32,1665.98856
635253177935582000,1/14/2014 5:36:33 PM,4445.0363,9302.0347,279,40,29.5,97.2,-10.72,6.6015,119681,641.6658,-1041.984,1683.6498
635253177945732000,1/14/2014 5:36:34 PM,4445.0557,9302.0332,279.3,40,29.5,97.2,-9.92,6.6015,119682,641.6658,-964.224,1605.8898
635253177955913000,1/14/2014 5:36:35 PM,4445.0655,9302.0326,280,41,29.5,97.2,-10.8,6.2314,119683,605.69208,-1049.76,1655.45208
635253177966013000,1/14/2014 5:36:36 PM,4445.0752,9302.032,280,41,29.5,97.2,-10.85,6.4781,119684,629.67132,-1054.62,1684.29132
635253177976154000,1/14/2014 5:36:37 PM,4445.085,9302.0316,280.3,41,29.5,97.2,-11,6.5398,119685,635.66856,-1069.2,1704.86856
635253177986295000,1/14/2014 5:36:38 PM,4445.085,9302.0316,280.2,41,29.5,97.2,-11.55,6.6015,119686,641.6658,-1122.66,1764.3258
635253177996425000,1/14/2014 5:36:39 PM,4445.1048,9302.0311,280.6,41,29.5,97.2,-12,6.4165,119687,623.6838,-1166.4,1790.0838
635253178006576000,1/14/2014 5:36:40 PM,4445.1148,9302.031,281.1,41,29.5,97.2,-11.95,6.3548,119688,617.68656,-1161.54,1779.22656
635253178016716000,1/14/2014 5:36:41 PM,4445.1248,9302.0308,280.9,42,29.5,97.2,-11.47,6.4165,119689,623.6838,-1114.884,1738.5678
635253178026857000,1/14/2014 5:36:42 PM,4445.135,9302.0308,281.2,42,29.5,97.2,-11.07,6.2931,119690,611.68932,-1076.004,1687.69332
635253178036998000,1/14/2014 5:36:43 PM,4445.135,9302.0308,281.2,42,29.5,97.2,-12.05,6.2931,119691,611.68932,-1171.26,1782.94932
635253178047148000,1/14/2014 5:36:44 PM,4445.1554,9302.0307,280.7,43,29.5,97.8,5.95,6.2609,119692,612.31602,581.91,30.40602
635253178057279000,1/14/2014 5:36:45 PM,4445.1658,9302.0307,280.9,43,29.5,97.8,5.88,6.3018,119693,616.31604,575.064,41.25204
635253178067419000,1/14/2014 5:36:46 PM,4445.1761,9302.0305,280.7,43,29.5,97.5,-0.95,6.0718,119694,592.0005,-92.625,684.6255
635253178077570000,1/14/2014 5:36:47 PM,4445.1864,9302.0304,280.3,42,29.5,97.2,-10.15,6.1285,119695,595.6902,-986.58,1582.2702
635253178096141000,1/14/2014 5:36:49 PM,4445.2069,9302.0302,279.2,43,29.5,97.2,-9.47,6.2314,119696,605.69208,-920.484,1526.17608
635253178097851000,1/14/2014 5:36:49 PM,4445.2069,9302.0302,279.2,43,29.5,97.2,-9.92,6.1183,119697,594.69876,-964.224,1558.92276
635253178107972000,1/14/2014 5:36:50 PM,4445.2171,9302.0302,278.5,43,29.5,97.2,-9.55,6.1183,119698,594.69876,-928.26,1522.95876
635253178118112000,1/14/2014 5:36:51 PM,4445.2276,9302.0301,278,43,29.5,97.2,-7.75,6.2931,119699,611.68932,-753.3,1364.98932
635253178128263000,1/14/2014 5:36:52 PM,4445.2382,9302.0301,277.5,44,29.5,97.5,2.73,6.2154,119700,606.0015,266.175,339.8265
635253178138373000,1/14/2014 5:36:53 PM,4445.2382,9302.0301,277.4,44,29.5,97.5,2.73,6.1744,119701,602.004,266.175,335.829
635253178148524000,1/14/2014 5:36:54 PM,4445.2597,9302.03,276.9,45,29.5,97.8,6.15,6.0972,119702,596.30616,601.47,-5.16384
635253178158674000,1/14/2014 5:36:55 PM,4445.2705,9302.0299,276.8,45,29.5,97.8,2.33,6.1176,119703,598.30128,227.874,370.42728
635253178168815000,1/14/2014 5:36:56 PM,4445.2813,9302.0299,276.8,45,29.5,97.5,0.33,6.1333,119704,597.99675,32.175,565.82175
635253178178946000,1/14/2014 5:36:57 PM,4445.292,9302.0299,276.1,44,29.5,97.5,0.15,6.1744,119705,602.004,14.625,587.379
635253178189176000,1/14/2014 5:36:58 PM,4445.3028,9302.0298,275.6,45,29.5,97.5,0.33,6.0513,119706,590.00175,32.175,557.82675
635253178199237000,1/14/2014 5:36:59 PM,4445.3136,9302.0298,275.2,45,29.5,97.5,0.15,6.1744,119707,602.004,14.625,587.379
635253178209507000,1/14/2014 5:37:00 PM,4445.3246,9302.0296,275.2,45,29.5,97.8,0.95,6.1586,119708,602.31108,92.91,509.40108
635253178219498000,1/14/2014 5:37:01 PM,4445.3354,9302.0296,274.6,45,29.5,97.8,1.55,6.1586,119709,602.31108,151.59,450.72108
635253178229659000,1/14/2014 5:37:02 PM,4445.3464,9302.0295,274.1,46,29.5,97.8,2.2,6.1586,119710,602.31108,215.16,387.15108
635253178239809000,1/14/2014 5:37:03 PM,4445.3574,9302.0295,273.8,46,29.5,97.8,2.2,6.1586,119711,602.31108,215.16,387.15108
635253178257200000,1/14/2014 5:37:05 PM,4445.3792,9302.0292,272.3,46,29.5,97.8,4.75,6.1586,119712,602.31108,464.55,137.76108
635253178260110000,1/14/2014 5:37:06 PM,4445.3792,9302.0292,272.3,46,29.5,97.8,4.95,6.179,119713,604.3062,484.11,120.1962
635253178270201000,1/14/2014 5:37:07 PM,4445.3902,9302.029,272.2,46,29.5,97.8,4.15,6.179,119714,604.3062,405.87,198.4362
635253178280361000,1/14/2014 5:37:08 PM,4445.4012,9302.0289,272.2,45,29.5,97.8,4,6.179,119715,604.3062,391.2,213.1062
635253178290502000,1/14/2014 5:37:09 PM,4445.4122,9302.0289,271.9,45,29.5,97.8,4,6.179,119716,604.3062,391.2,213.1062
635253178300653000,1/14/2014 5:37:10 PM,4445.4232,9302.0288,271.8,45,29.5,97.8,3.73,6.179,119717,604.3062,364.794,239.5122
635253178310763000,1/14/2014 5:37:11 PM,4445.434,9302.0287,271.4,45,29.5,97.8,2.2,6.179,119718,604.3062,215.16,389.1462
635253178320924000,1/14/2014 5:37:12 PM,4445.4448,9302.0286,271.2,45,29.5,97.8,1.85,6.179,119719,604.3062,180.93,423.3762
635253178331054000,1/14/2014 5:37:13 PM,4445.4555,9302.0283,270.4,45,29.5,97.8,0.4,6.179,119720,604.3062,39.12,565.1862
635253178341175000,1/14/2014 5:37:14 PM,4445.4662,9302.0281,270.4,44,29.5,97.5,-3.65,6.1949,119721,604.00275,-355.875,959.87775
635253178351325000,1/14/2014 5:37:15 PM,4445.4768,9302.0281,270.8,44,29.5,97.5,-3.27,6.1949,119722,604.00275,-318.825,922.82775
635253178361466000,1/14/2014 5:37:16 PM,4445.4874,9302.0281,270.5,44,29.5,97.5,-3.15,6.1949,119723,604.00275,-307.125,911.12775
635253178371617000,1/14/2014 5:37:17 PM,4445.4979,9302.028,270.3,44,29.5,97.5,-3.47,6.1949,119724,604.00275,-338.325,942.32775
635253178381757000,1/14/2014 5:37:18 PM,4445.5084,9302.0277,270.5,44,29.5,97.5,-3.65,6.1949,119725,604.00275,-355.875,959.87775
635253178391888000,1/14/2014 5:37:19 PM,4445.5189,9302.0275,270.8,43,29.5,97.5,-3.65,6.1949,119726,604.00275,-355.875,959.87775
635253178402038000,1/14/2014 5:37:20 PM,4445.5292,9302.0274,270.6,43,29.5,97.5,-2.95,6.1949,119727,604.00275,-287.625,891.62775
635253178413589000,1/14/2014 5:37:21 PM,4445.5395,9302.0272,271.1,43,29.5,97.5,-3.45,6.1949,119728,604.00275,-336.375,940.37775
635253178422440000,1/14/2014 5:37:22 PM,4445.5498,9302.0272,271.3,42,29.5,97.5,-2.85,6.1949,119729,604.00275,-277.875,881.87775
635253178432460000,1/14/2014 5:37:23 PM,4445.56,9302.0271,271.4,42,29.5,97.5,-2.47,6.1949,119730,604.00275,-240.825,844.82775
635253178442581000,1/14/2014 5:37:24 PM,4445.5702,9302.0271,271.9,42,29.5,97.5,-7.85,6.1949,119731,604.00275,-765.375,1369.37775
635253178452721000,1/14/2014 5:37:25 PM,4445.5803,9302.027,272.2,42,29.5,97.5,-7.12,6.2359,119732,608.00025,-694.2,1302.20025
635253178462872000,1/14/2014 5:37:26 PM,4445.5903,9302.0268,273,42,29.5,97.5,-7.2,6.2359,119733,608.00025,-702,1310.00025
635253178473042000,1/14/2014 5:37:27 PM,4445.6003,9302.0267,273.4,41,29.5,97.2,-10.27,6.2519,119734,607.68468,-998.244,1605.92868
635253178483163000,1/14/2014 5:37:28 PM,4445.6103,9302.0264,273.3,41,29.5,97.2,-9.8,6.2519,119735,607.68468,-952.56,1560.24468
635253178493314000,1/14/2014 5:37:29 PM,4445.6202,9302.0261,273.1,41,29.5,97.2,-9.8,6.2519,119736,607.68468,-952.56,1560.24468
635253178503424000,1/14/2014 5:37:30 PM,4445.63,9302.0257,273.1,41,29.5,97.2,-9.65,6.2519,119737,607.68468,-937.98,1545.66468
635253178513575000,1/14/2014 5:37:31 PM,4445.6399,9302.0253,272.9,41,29.5,97.2,-10.12,6.2519,119738,607.68468,-983.664,1591.34868
635253178523715000,1/14/2014 5:37:32 PM,4445.6498,9302.025,273.3,41,29.5,97.2,-9.75,6.2519,119739,607.68468,-947.7,1555.38468
635253178533866000,1/14/2014 5:37:33 PM,4445.6598,9302.0248,273.6,41,29.5,97.2,-9.8,6.2519,119740,607.68468,-952.56,1560.24468
635253178543996000,1/14/2014 5:37:34 PM,4445.6697,9302.0243,273.9,41,29.5,97.2,-9.05,6.2519,119741,607.68468,-879.66,1487.34468
635253178554227000,1/14/2014 5:37:35 PM,4445.6895,9302.0232,274.3,41,29.5,97.2,-9.52,6.2519,119742,607.68468,-925.344,1533.02868
635253178564508000,1/14/2014 5:37:36 PM,4445.6993,9302.0225,274.1,41,29.5,97.2,-9.8,6.2314,119743,605.69208,-952.56,1558.25208
635253178584509000,1/14/2014 5:37:38 PM,4445.7092,9302.0219,275.7,41,29.5,97.2,-9.15,6.2314,119744,605.69208,-889.38,1495.07208
635253178585209000,1/14/2014 5:37:38 PM,4445.7092,9302.0219,275.7,41,29.5,97.2,-9.15,6.2314,119745,605.69208,-889.38,1495.07208
635253178595309000,1/14/2014 5:37:39 PM,4445.729,9302.0206,276.6,41,29.5,97.2,-9.65,6.2314,119746,605.69208,-937.98,1543.67208
635253178605450000,1/14/2014 5:37:40 PM,4445.7389,9302.02,277.2,41,29.5,97.2,-9.75,6.4165,119747,623.6838,-947.7,1571.3838
635253178615591000,1/14/2014 5:37:41 PM,4445.7488,9302.0191,277.4,41,29.5,97.2,-11.12,5.9332,119748,576.70704,-1080.864,1657.57104
635253178625721000,1/14/2014 5:37:42 PM,4445.7586,9302.0181,277.2,41,29.5,97,-11.95,6.2474,119749,605.9978,-1159.15,1765.1478
635253178635882000,1/14/2014 5:37:43 PM,4445.7586,9302.0181,276.7,41,29.5,97,-11.2,6.299,119750,611.003,-1086.4,1697.403
635253178646012000,1/14/2014 5:37:44 PM,4445.7785,9302.0163,277,41,29.5,97,-11.75,6.299,119751,611.003,-1139.75,1750.753
635253178656143000,1/14/2014 5:37:45 PM,4445.7884,9302.0152,277.7,41,29.5,97.2,-11.92,6.4679,119752,628.67988,-1158.624,1787.30388
635253178666294000,1/14/2014 5:37:46 PM,4445.7984,9302.0142,277.6,42,29.5,97.2,-12.12,6.4062,119753,622.68264,-1178.064,1800.74664
635253178676434000,1/14/2014 5:37:47 PM,4445.8084,9302.0131,277.7,42,29.5,97,-12.2,6.4948,119754,629.9956,-1183.4,1813.3956
635253178686575000,1/14/2014 5:37:48 PM,4445.8084,9302.0131,278.4,42,29.5,97,-11.45,6.3608,119755,616.9976,-1110.65,1727.6476
635253178696715000,1/14/2014 5:37:49 PM,4445.8288,9302.0116,280,42,29.5,97,-12.4,6.3608,119756,616.9976,-1202.8,1819.7976
635253178706866000,1/14/2014 5:37:50 PM,4445.8391,9302.0112,280.8,43,29.5,97,-11.45,6.3608,119757,616.9976,-1110.65,1727.6476
635253178716996000,1/14/2014 5:37:51 PM,4445.8495,9302.0112,281.1,43,29.5,97,-10.88,6.4227,119758,623.0019,-1055.36,1678.3619
635253178727137000,1/14/2014 5:37:52 PM,4445.8598,9302.0114,280.8,43,29.5,97.2,-10.15,6.4062,119759,622.68264,-986.58,1609.26264
635253178737288000,1/14/2014 5:37:53 PM,4445.8598,9302.0114,280.9,43,29.5,97,-10.27,6.3711,119760,617.9967,-996.19,1614.1867
635253178749768000,1/14/2014 5:37:54 PM,4445.8806,9302.0124,280.6,44,29.5,97,-9.72,6.3711,119761,617.9967,-942.84,1560.8367
635253178757559000,1/14/2014 5:37:55 PM,4445.891,9302.0133,280.4,43,29.5,97,-16.12,6.3608,119762,616.9976,-1563.64,2180.6376
635253178767709000,1/14/2014 5:37:56 PM,4445.9016,9302.0146,280.2,45,29.5,97,-10.4,3.8557,119763,374.0029,-1008.8,1382.8029
635253178777840000,1/14/2014 5:37:57 PM,4445.9124,9302.0161,280.4,45,29.5,97.2,-8.25,0.3805,119764,36.9846,-801.9,838.8846
635253178787970000,1/14/2014 5:37:58 PM,4445.9124,9302.0161,281.1,45,29.5,97,-9.15,6.2474,119765,605.9978,-887.55,1493.5478
635253178798121000,1/14/2014 5:37:59 PM,4445.9337,9302.0198,282.1,44,29.5,97.2,-7.55,6.2314,119766,605.69208,-733.86,1339.55208
635253178808252000,1/14/2014 5:38:00 PM,4445.9443,9302.0219,282.7,44,29.5,97.5,-1.8,6.2769,119767,611.99775,-175.5,787.49775
635253178818382000,1/14/2014 5:38:01 PM,4445.9548,9302.0243,283.3,44,29.5,97.5,3.4,6.1744,119768,602.004,331.5,270.504
635253178828533000,1/14/2014 5:38:02 PM,4445.9651,9302.027,283.4,44,29.5,97.5,3.4,6.2974,119769,613.9965,331.5,282.4965
635253178838723000,1/14/2014 5:38:03 PM,4445.9756,9302.0296,284.2,44,29.5,97.5,3.4,6.1744,119770,602.004,331.5,270.504
635253178848804000,1/14/2014 5:38:04 PM,4445.986,9302.032,284.6,44,29.5,97.5,-3.25,6.1744,119771,602.004,-316.875,918.879
635253178858965000,1/14/2014 5:38:05 PM,4445.9962,9302.0345,284.8,43,29.5,97.5,-4.85,6.1744,119772,602.004,-472.875,1074.879
635253178869095000,1/14/2014 5:38:06 PM,4446.0064,9302.037,285.4,43,29.5,97.2,-5.47,-1.8817,119773,-182.90124,-531.684,348.78276
635253178879246000,1/14/2014 5:38:07 PM,4446.0167,9302.0398,287.4,43,29.5,97.2,-5.67,6.1183,119774,594.69876,-551.124,1145.82276
635253178889376000,1/14/2014 5:38:08 PM,4446.027,9302.0423,288.3,43,29.5,97.2,-6.05,6.2314,119775,605.69208,-588.06,1193.75208
635253178899507000,1/14/2014 5:38:09 PM,4446.0373,9302.045,288.9,43,29.5,97.2,-8.12,6.2314,119776,605.69208,-789.264,1394.95608
635253178913998000,1/14/2014 5:38:11 PM,4446.0474,9302.0475,289.9,43,29.5,97.2,-9.27,6.0566,119777,588.70152,-901.044,1489.74552
635253178919928000,1/14/2014 5:38:11 PM,4446.0576,9302.05,289.9,43,29.5,97.2,-8.72,5.9949,119778,582.70428,-847.584,1430.28828
635253178929948000,1/14/2014 5:38:12 PM,4446.0678,9302.0524,290,43,29.5,97.2,-8.67,5.9949,119779,582.70428,-842.724,1425.42828
635253178940079000,1/14/2014 5:38:14 PM,4446.078,9302.0549,290.3,43,29.5,97.2,-8.67,5.9949,119780,582.70428,-842.724,1425.42828
635253178950240000,1/14/2014 5:38:15 PM,4446.0882,9302.0572,289.2,43,29.5,97.2,-9,6.1799,119781,600.68628,-874.8,1475.48628
635253178960700000,1/14/2014 5:38:16 PM,4446.0984,9302.0596,289.1,43,29.5,97.2,-6.92,6.1183,119782,594.69876,-672.624,1267.32276
635253178970511000,1/14/2014 5:38:17 PM,4446.1087,9302.0619,288.9,43,29.5,97.2,-6.8,5.8098,119783,564.71256,-660.96,1225.67256
635253178980651000,1/14/2014 5:38:18 PM,4446.119,9302.0638,288.7,43,29.5,97.2,-7,5.9949,119784,582.70428,-680.4,1263.10428
635253178990772000,1/14/2014 5:38:19 PM,4446.1295,9302.0656,288.9,43,29.5,97.2,-7,5.9949,119785,582.70428,-680.4,1263.10428
635253179000923000,1/14/2014 5:38:20 PM,4446.1397,9302.0671,288.3,43,29.5,97.2,-5.88,5.8715,119786,570.7098,-571.536,1142.2458
635253179011043000,1/14/2014 5:38:21 PM,4446.15,9302.0682,287.9,43,29.5,97.5,5.88,6.041,119787,588.9975,573.3,15.6975
635253179021384000,1/14/2014 5:38:22 PM,4446.1603,9302.069,286.3,43,29.5,97.8,6.85,6.0972,119788,596.30616,669.93,-73.62384
635253179031334000,1/14/2014 5:38:23 PM,4446.1706,9302.0696,285.8,43,29.5,97.8,6.75,6.1176,119789,598.30128,660.15,-61.84872
635253179041465000,1/14/2014 5:38:24 PM,4446.1808,9302.0699,285.9,42,29.5,97.8,6.75,5.9949,119790,586.30122,660.15,-73.84878
635253179051616000,1/14/2014 5:38:25 PM,4446.191,9302.0703,285.5,42,29.5,97.8,5.88,6.1176,119791,598.30128,575.064,23.23728
635253179061766000,1/14/2014 5:38:26 PM,4446.201,9302.0706,285.7,42,29.5,97.5,2.55,6.1333,119792,597.99675,248.625,349.37175
635253179077277000,1/14/2014 5:38:27 PM,4446.2207,9302.0714,286,41,29.5,97.5,-3.35,6.2359,119793,608.00025,-326.625,934.62525
635253179082207000,1/14/2014 5:38:28 PM,4446.2207,9302.0714,285.5,41,29.5,97.5,-3.35,6.2359,119794,608.00025,-326.625,934.62525
635253179092348000,1/14/2014 5:38:29 PM,4446.2304,9302.0717,285.1,40,29.5,97.5,-3.35,6.2359,119795,608.00025,-326.625,934.62525
635253179102468000,1/14/2014 5:38:30 PM,4446.24,9302.0719,284.8,40,29.5,97.5,-1.95,6.2359,119796,608.00025,-190.125,798.12525
635253179112619000,1/14/2014 5:38:31 PM,4446.2496,9302.072,284.7,40,29.5,97.5,-2.4,6.2359,119797,608.00025,-234,842.00025
635253179122740000,1/14/2014 5:38:32 PM,4446.2592,9302.0722,284.3,40,29.5,97.5,-2.32,6.2974,119798,613.9965,-226.2,840.1965
635253179132880000,1/14/2014 5:38:33 PM,4446.2686,9302.0724,284.5,40,29.5,97.5,-2.4,6.0513,119799,590.00175,-234,824.00175
635253179143031000,1/14/2014 5:38:34 PM,4446.2781,9302.0726,284.2,39,29.5,97.5,-2.4,6.2359,119800,608.00025,-234,842.00025
635253179153161000,1/14/2014 5:38:35 PM,4446.2875,9302.0727,284.1,39,29.5,97.2,-5.52,6.1285,119801,595.6902,-536.544,1132.2342
635253179163302000,1/14/2014 5:38:36 PM,4446.2969,9302.0728,284.4,39,29.5,97.5,-6,6.2154,119802,606.0015,-585,1191.0015
635253179173442000,1/14/2014 5:38:37 PM,4446.3063,9302.0731,284.8,39,29.5,97.2,-6.75,6.3753,119803,619.67916,-656.1,1275.77916
635253179183583000,1/14/2014 5:38:38 PM,4446.3157,9302.0734,284.7,39,29.5,97.2,-7.72,6.4165,119804,623.6838,-750.384,1374.0678
635253179193734000,1/14/2014 5:38:39 PM,4446.325,9302.0736,284.9,39,29.5,97.2,-7.72,6.2314,119805,605.69208,-750.384,1356.07608
635253179203884000,1/14/2014 5:38:40 PM,4446.3344,9302.0738,285.2,39,29.5,97.2,-7.32,6.2931,119806,611.68932,-711.504,1323.19332
635253179214095000,1/14/2014 5:38:41 PM,4446.3531,9302.0744,286,39,29.5,97.2,-7.35,6.1799,119807,600.68628,-714.42,1315.10628
635253179224145000,1/14/2014 5:38:42 PM,4446.3625,9302.0747,286.7,39,29.5,97.2,-7.72,6.2931,119808,611.68932,-750.384,1362.07332
635253179241586000,1/14/2014 5:38:44 PM,4446.3719,9302.0748,286.3,39,29,97.2,-8.25,6.3548,119809,617.68656,-801.9,1419.58656
635253179244516000,1/14/2014 5:38:44 PM,4446.3811,9302.0749,286.3,39,29,97.2,-7.8,6.2314,119810,605.69208,-758.16,1363.85208
635253179254627000,1/14/2014 5:38:45 PM,4446.3906,9302.0753,287.4,39,29,97.2,-7.95,6.2314,119811,605.69208,-772.74,1378.43208
635253179264718000,1/14/2014 5:38:46 PM,4446.4,9302.0756,288.2,39,29,97.2,-7.67,6.2314,119812,605.69208,-745.524,1351.21608
